RecordId,StudentId,StudentName,Gender,Course,Skill,Score,Attendance,SessionDate
243,31,Khalid Al Shehhi,Male,IT Fundamentals,Hardware,72,Present,2024-07-23
244,31,Khalid Al Shehhi,Male,IT Fundamentals,Networking,66,Present,2024-08-25
245,31,Khalid Al Shehhi,Male,IT Fundamentals,Hardware,66,Present,2024-07-26
246,31,Khalid Al Shehhi,Male,IT Fundamentals,Operating Systems,59,Present,2024-09-08
247,31,Khalid Al Shehhi,Male,IT Fundamentals,Troubleshooting,76,Present,2024-09-03
248,31,Khalid Al Shehhi,Male,IT Fundamentals,IT Support,79,Present,2024-08-28
249,32,Hamdan Al Shamsi,Male,Python Basics,Files,46,Present,2024-09-22
250,32,Hamdan Al Shamsi,Male,Python Basics,Files,59,Absent,2024-09-11
251,32,Hamdan Al Shamsi,Male,Python Basics,OOP,53,Present,2024-09-20
252,32,Hamdan Al Shamsi,Male,Python Basics,Loops,63,Present,2024-07-31
253,32,Hamdan Al Shamsi,Male,Python Basics,Data Types,57,Present,2024-07-20
254,32,Hamdan Al Shamsi,Male,Python Basics,Files,66,Present,2024-08-26
255,32,Hamdan Al Shamsi,Male,Python Basics,Files,61,Absent,2024-09-21
256,32,Hamdan Al Shamsi,Male,Python Basics,Loops,55,Present,2024-08-16
257,33,Mohammed Al Suwaidi,Male,Data Analysis,SQL Basics,78,Present,2024-08-04
258,33,Mohammed Al Suwaidi,Male,Data Analysis,Visualization,100,Present,2024-09-04
259,33,Mohammed Al Suwaidi,Male,Data Analysis,Power BI,70,Present,2024-08-15
260,33,Mohammed Al Suwaidi,Male,Data Analysis,Data Cleaning,89,Present,2024-09-15
261,33,Mohammed Al Suwaidi,Male,Data Analysis,Statistics,96,Absent,2024-08-12
262,33,Mohammed Al Suwaidi,Male,Data Analysis,Statistics,81,Absent,2024-07-03
263,33,Mohammed Al Suwaidi,Male,Data Analysis,Power BI,100,Absent,2024-08-04
264,33,Mohammed Al Suwaidi,Male,Data Analysis,Statistics,100,Present,2024-09-15
265,34,Khalid Al Neyadi,Male,Python Basics,Files,68,Absent,2024-08-29
266,34,Khalid Al Neyadi,Male,Python Basics,Functions,71,Present,2024-08-29
267,34,Khalid Al Neyadi,Male,Python Basics,Loops,61,Absent,2024-07-17
268,34,Khalid Al Neyadi,Male,Python Basics,OOP,67,Absent,2024-09-13
269,34,Khalid Al Neyadi,Male,Python Basics,Files,56,Present,2024-08-03
270,34,Khalid Al Neyadi,Male,Python Basics,Loops,58,Present,2024-09-04
271,34,Khalid Al Neyadi,Male,Python Basics,Files,63,Present,2024-08-22
272,34,Khalid Al Neyadi,Male,Python Basics,Functions,67,Present,2024-09-14
273,35,Mohammed Al Falasi,Male,Data Analysis,Data Cleaning,40,Present,2024-07-23
274,35,Mohammed Al Falasi,Male,Data Analysis,Power BI,68,Present,2024-08-23
275,35,Mohammed Al Falasi,Male,Data Analysis,Visualization,57,Present,2024-07-04
276,35,Mohammed Al Falasi,Male,Data Analysis,SQL Basics,61,Present,2024-08-31
277,35,Mohammed Al Falasi,Male,Data Analysis,Data Cleaning,49,Present,2024-08-19
278,35,Mohammed Al Falasi,Male,Data Analysis,SQL Basics,56,Present,2024-07-25
279,35,Mohammed Al Falasi,Male,Data Analysis,Data Cleaning,42,Absent,2024-09-24
280,35,Mohammed Al Falasi,Male,Data Analysis,Visualization,53,Absent,2024-08-12
281,36,Hamdan Al Dhaheri,Male,Data Analysis,Statistics,80,Absent,2024-08-04
282,36,Hamdan Al Dhaheri,Male,Data Analysis,SQL Basics,94,Present,2024-07-28
283,36,Hamdan Al Dhaheri,Male,Data Analysis,Power BI,93,Present,2024-08-31
284,36,Hamdan Al Dhaheri,Male,Data Analysis,SQL Basics,66,Present,2024-09-12
285,36,Hamdan Al Dhaheri,Male,Data Analysis,Data Cleaning,73,Present,2024-09-04
286,36,Hamdan Al Dhaheri,Male,Data Analysis,Power BI,94,Present,2024-09-25
287,36,Hamdan Al Dhaheri,Male,Data Analysis,Visualization,65,Absent,2024-08-20
288,36,Hamdan Al Dhaheri,Male,Data Analysis,Excel,72,Absent,2024-08-30
289,37,Ali Al Qasimi,Male,Web Development,Debugging,40,Present,2024-08-13
290,37,Ali Al Qasimi,Male,Web Development,Responsive Design,71,Absent,2024-09-15
291,37,Ali Al Qasimi,Male,Web Development,Forms,74,Present,2024-09-04
292,37,Ali Al Qasimi,Male,Web Development,Forms,40,Present,2024-09-10
293,37,Ali Al Qasimi,Male,Web Development,Forms,75,Present,2024-08-08
294,37,Ali Al Qasimi,Male,Web Development,JavaScript,60,Present,2024-08-21
295,37,Ali Al Qasimi,Male,Web Development,JavaScript,64,Present,2024-09-07
296,37,Ali Al Qasimi,Male,Web Development,JavaScript,67,Present,2024-09-06
297,38,Saeed Al Nahyan,Male,Data Analysis,Excel,59,Present,2024-08-06
298,38,Saeed Al Nahyan,Male,Data Analysis,Statistics,64,Present,2024-08-25
299,38,Saeed Al Nahyan,Male,Data Analysis,SQL Basics,40,Absent,2024-09-29
300,38,Saeed Al Nahyan,Male,Data Analysis,Statistics,45,Present,2024-07-29
301,38,Saeed Al Nahyan,Male,Data Analysis,SQL Basics,57,Present,2024-07-02
302,38,Saeed Al Nahyan,Male,Data Analysis,Statistics,75,Present,2024-07-04
303,38,Saeed Al Nahyan,Male,Data Analysis,Excel,73,Present,2024-08-08
304,38,Saeed Al Nahyan,Male,Data Analysis,Visualization,54,Absent,2024-08-15
305,39,Hamdan Al Balushi,Male,Web Development,APIs,59,Present,2024-09-21
306,39,Hamdan Al Balushi,Male,Web Development,Debugging,50,Present,2024-07-10
307,39,Hamdan Al Balushi,Male,Web Development,APIs,56,Present,2024-09-10
308,39,Hamdan Al Balushi,Male,Web Development,JavaScript,49,Present,2024-07-31
309,39,Hamdan Al Balushi,Male,Web Development,Responsive Design,64,Present,2024-09-29
310,39,Hamdan Al Balushi,Male,Web Development,Responsive Design,67,Absent,2024-07-11
311,39,Hamdan Al Balushi,Male,Web Development,JavaScript,52,Present,2024-08-15
312,39,Hamdan Al Balushi,Male,Web Development,APIs,46,Absent,2024-08-01
313,40,Ahmed Al Shehhi,Male,IT Fundamentals,IT Support,82,Present,2024-09-06
314,40,Ahmed Al Shehhi,Male,IT Fundamentals,Hardware,81,Present,2024-08-28
315,40,Ahmed Al Shehhi,Male,IT Fundamentals,IT Support,72,Present,2024-09-03
316,40,Ahmed Al Shehhi,Male,IT Fundamentals,Networking,82,Present,2024-09-25
317,40,Ahmed Al Shehhi,Male,IT Fundamentals,Troubleshooting,83,Present,2024-07-11
318,40,Ahmed Al Shehhi,Male,IT Fundamentals,IT Support,78,Present,2024-09-13
319,40,Ahmed Al Shehhi,Male,IT Fundamentals,IT Support,87,Present,2024-08-23
